,VTuber,Affiliation,total_income
1061,Yumeno_Tsukimi,ENTUM,2688.5170224827843
1062,Yumeoi_Kakeru,NIJISANJI,364797.1894171944
1063,Yumesaki_Mia,Propro Production,41120.04754562325
1064,Yumie_Tsuchinoko,Independent,271.89171851046854
1065,Yunohara_Izumi,774 inc.,150241.11618533707
1066,Yurikago_Kokone,V&U,7719.909814396634
1067,Yurikawa_Yun,VEE,1352.9840182036921
1068,Yuuka_Bear,Independent,23823.302702547182
1069,Yuzuki_Roa,NIJISANJI,319195.2989616657
1070,Ywuria,OTAHOO Project,79.85241327860926
1071,ZEA_Cornelia,NIJISANJI,18.439662573529823
1072,Zen_Gunawan,MAHA5,2032.8901967236052
1073,Zentreya,VShojo,1280.0568964504625
1074,Zhazha,Independent,17.93567762761101
1075,ZonBko,Independent,100833.05811577037
1076,Zona,Polygon Project,358.5600567886292
